,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
10860,Wantirna South,Riverpark,4,h,1055000.0,S,Ray,2017,14.7,3152.0,4.0,2.0,2.0,652.0,203.0,1997.0,Knox,-37.87325,145.23244,Eastern Metropolitan,7082.0
10863,Werribee,Sherrin,3,h,529000.0,S,YPA,2017,14.7,3030.0,3.0,2.0,2.0,847.0,143.0,1980.0,Wyndham,-37.88421,144.67869,Western Metropolitan,16166.0
10864,Werribee,Vincent,3,h,484000.0,S,hockingstuart,2017,14.7,3030.0,3.0,1.0,0.0,531.0,100.0,1960.0,Wyndham,-37.88996,144.65526,Western Metropolitan,16166.0
10865,West Melbourne,Jeffcott,2,u,670000.0,S,MICM,2017,3.1,3003.0,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne,-37.8118,144.95259,Northern Metropolitan,2230.0
10866,West Melbourne,Victoria,2,u,510000.0,S,McGrath,2017,3.1,3003.0,2.0,1.0,1.0,75.0,66.0,2007.0,Melbourne,-37.80473,144.9435,Northern Metropolitan,2230.0
10867,Westmeadows,Devenish,3,h,410000.0,VB,Barry,2017,16.5,3049.0,3.0,1.0,2.0,542.0,107.0,1970.0,Hume,-37.66948,144.90385,Northern Metropolitan,2474.0
10871,Windsor,The,1,u,410000.0,S,Buxton,2017,4.6,3181.0,1.0,1.0,1.0,0.0,51.0,1960.0,Stonnington,-37.85687,144.99748,Southern Metropolitan,4380.0
10872,Wyndham Vale,Eureka,4,h,478000.0,S,hockingstuart,2017,27.2,3024.0,4.0,2.0,2.0,400.0,151.54,2008.0,Wyndham,-37.87047000000001,144.59864,Western Metropolitan,5262.0
10874,Yarraville,Stephen,3,h,1285000.0,SP,Village,2017,6.3,3013.0,3.0,1.0,1.0,284.0,124.0,1900.0,Maribyrnong,-37.81335,144.89471,Western Metropolitan,6543.0
10876,Abbotsford,Charles,3,h,1635000.0,S,Nelson,2017,3.0,3067.0,3.0,1.0,0.0,142.0,130.0,1880.0,Yarra,-37.80359,144.99538,Northern Metropolitan,4019.0
10885,Altona,Blyth,3,h,1225000.0,S,Barlow,2017,11.0,3018.0,3.0,1.0,1.0,697.0,132.0,1970.0,Hobsons Bay,-37.87256,144.8078,Western Metropolitan,5301.0
10887,Altona,Maidstone,3,u,767000.0,SP,Barlow,2017,11.0,3018.0,3.0,2.0,1.0,305.0,132.0,2005.0,Hobsons Bay,-37.871,144.81153,Western Metropolitan,5301.0
10888,Altona Meadows,Sheppard,4,h,810000.0,SP,Purplebricks,2017,15.5,3028.0,4.0,2.0,2.0,749.0,180.9,1989.0,Hobsons Bay,-37.88413,144.79033,Western Metropolitan,7630.0
10890,Armadale,Wattletree,2,u,821000.0,S,hockingstuart,2017,6.3,3143.0,2.0,2.0,1.0,3093.0,75.0,2006.0,Stonnington,-37.86165,145.02148,Southern Metropolitan,4836.0
10892,Ashburton,Ramu,4,t,1520000.0,S,Jellis,2017,10.2,3147.0,4.0,3.0,2.0,267.0,190.0,2012.0,Boroondara,-37.87036,145.08471,Southern Metropolitan,3052.0
10893,Ashburton,Ward,3,h,2299500.0,S,Jellis,2017,10.2,3147.0,3.0,2.0,3.0,634.0,230.0,1940.0,Boroondara,-37.86516,145.07958,Southern Metropolitan,3052.0
10897,Balwyn,Northcote,4,h,2360000.0,S,Fletchers,2017,7.9,3103.0,4.0,3.0,2.0,848.0,214.0,1926.0,Boroondara,-37.81462,145.08776,Southern Metropolitan,5682.0
10899,Balwyn North,Helston,4,h,1460000.0,VB,hockingstuart,2017,9.7,3104.0,4.0,2.0,2.0,433.0,185.0,1955.0,Boroondara,-37.78368,145.09545,Southern Metropolitan,7809.0
10907,Bentleigh,Fromer,4,t,1280000.0,S,Buxton,2017,11.4,3204.0,4.0,3.0,2.0,306.0,200.0,2014.0,Glen Eira,-37.92893,145.04581000000005,Southern Metropolitan,6795.0
10908,Bentleigh,Windsor,4,t,1750000.0,S,Buxton,2017,11.4,3204.0,4.0,3.0,2.0,429.0,262.0,2013.0,Glen Eira,-37.91582,145.048,Southern Metropolitan,6795.0
10913,Blackburn,Surrey,3,h,1100000.0,S,Noel,2017,13.4,3130.0,3.0,1.0,2.0,492.0,124.0,1957.0,Whitehorse,-37.81169000000001,145.15735,Eastern Metropolitan,5713.0
10914,Blackburn North,Hibiscus,4,h,1250000.0,PI,Jellis,2017,13.4,3130.0,4.0,2.0,2.0,580.0,161.0,1965.0,Whitehorse,-37.8051,145.14351000000005,Eastern Metropolitan,2867.0
10919,Briar Hill,Boyce,3,h,830000.0,S,Buckingham,2017,16.1,3088.0,3.0,1.0,2.0,905.0,183.0,1962.0,Banyule,-37.7063,145.12215,Eastern Metropolitan,1390.0
10923,Brighton,Collins,4,h,4050000.0,PI,Buxton,2017,10.5,3186.0,4.0,4.0,4.0,508.0,465.0,2011.0,Bayside,-37.90904000000001,144.99868,Southern Metropolitan,10579.0
10924,Brighton,Glendora,4,h,2210000.0,SP,Marshall,2017,10.5,3186.0,4.0,2.0,1.0,396.0,175.0,1908.0,Bayside,-37.88779,144.99933,Southern Metropolitan,10579.0
10928,Brighton East,South,3,h,1680000.0,SP,Buxton,2017,10.3,3187.0,3.0,1.0,2.0,605.0,181.0,1920.0,Bayside,-37.93063,145.01314,Southern Metropolitan,6938.0
10929,Brighton East,Thomas,2,u,890000.0,S,Hodges,2017,10.3,3187.0,2.0,1.0,2.0,275.0,106.0,1970.0,Bayside,-37.91106,145.02393999999995,Southern Metropolitan,6938.0
10931,Broadmeadows,Stanhope,3,h,632000.0,S,Ray,2017,14.0,3047.0,3.0,1.0,4.0,697.0,100.0,1960.0,Hume,-37.68557,144.93156000000005,Northern Metropolitan,4294.0
10932,Brunswick,MacFarland,3,h,1310000.0,S,Nelson,2017,5.2,3056.0,3.0,1.0,1.0,302.0,91.0,1910.0,Moreland,-37.76085,144.95834,Northern Metropolitan,11918.0
10934,Brunswick West,Henderson,4,h,1500000.0,VB,Jellis,2017,5.2,3055.0,4.0,2.0,3.0,444.0,256.0,1997.0,Moreland,-37.7628,144.94011,Northern Metropolitan,7082.0
10935,Bulleen,Coromandel,4,h,1751000.0,S,Jellis,2017,10.8,3105.0,4.0,3.0,4.0,646.0,320.0,1998.0,Manningham,-37.77387,145.0889,Eastern Metropolitan,4480.0
10939,Bundoora,Cher,4,t,685000.0,S,Morrison,2017,12.1,3083.0,4.0,2.0,1.0,287.0,152.0,1990.0,Whittlesea,-37.69382,145.04831,Northern Metropolitan,10175.0
10941,Bundoora,Ebony,4,h,725000.0,S,Barry,2017,12.1,3083.0,4.0,1.0,2.0,542.0,130.0,1980.0,Whittlesea,-37.68238,145.06432,Northern Metropolitan,10175.0
10942,Bundoora,Grange,2,t,505000.0,S,Barry,2017,12.1,3083.0,2.0,1.0,2.0,90.0,90.0,1995.0,Darebin,-37.70912,145.05181000000005,Northern Metropolitan,10175.0
10944,Bundoora,Wisteria,4,h,1253000.0,S,Ray,2017,12.1,3083.0,4.0,2.0,2.0,760.0,366.0,2000.0,Whittlesea,-37.67935,145.05728,Northern Metropolitan,10175.0
10946,Burwood,McCubbin,4,h,1390000.0,SA,Fletchers,2017,10.4,3125.0,4.0,2.0,1.0,627.0,196.0,1950.0,Whitehorse,-37.85374,145.12458999999996,Southern Metropolitan,5678.0
10954,Canterbury,Leeds,4,h,2725000.0,SA,Kay,2017,8.4,3126.0,4.0,2.0,2.0,650.0,275.0,2006.0,Boroondara,-37.83057,145.08482,Southern Metropolitan,3265.0
10957,Caroline Springs,Coppin,4,h,870000.0,S,Barry,2017,14.8,3023.0,4.0,2.0,2.0,463.0,307.0,2012.0,Melton,-37.73531,144.74335,Western Metropolitan,7719.0
10959,Carrum Downs,Talba,3,h,552500.0,S,O'Brien,2017,34.9,3201.0,3.0,2.0,2.0,779.0,147.0,1988.0,Frankston,-38.11471,145.18248,South-Eastern Metropolitan,8060.0
10961,Caulfield North,Normanby,4,h,1925000.0,PI,Marshall,2017,7.8,3161.0,4.0,2.0,2.0,494.0,176.0,1900.0,Glen Eira,-37.87206,145.03512,Southern Metropolitan,6923.0
10962,Chadstone,Dundee,4,h,995000.0,S,Woodards,2017,11.7,3148.0,4.0,2.0,1.0,402.0,131.0,1960.0,Monash,-37.88658,145.09297,Southern Metropolitan,3582.0
10965,Cheltenham,Jack,4,h,1200000.0,PI,Barry,2017,17.9,3192.0,4.0,2.0,4.0,679.0,190.0,1960.0,Bayside,-37.96098,145.04275,Southern Metropolitan,9758.0
10968,Clarinda,Boree,4,h,1241000.0,S,Woodards,2017,17.5,3169.0,4.0,2.0,2.0,625.0,625.0,1950.0,Kingston,-37.92801,145.1057,South-Eastern Metropolitan,2727.0
10969,Clayton,Eva,4,h,1250000.0,SP,Ray,2017,16.7,3168.0,4.0,1.0,1.0,711.0,96.0,1960.0,Monash,-37.9255,145.11331,South-Eastern Metropolitan,5837.0
10970,Clayton,Jaguar,3,h,729500.0,S,Nelson,2017,16.7,3168.0,3.0,1.0,1.0,270.0,218.0,1970.0,Monash,-37.92624,145.1321,South-Eastern Metropolitan,5837.0
10972,Collingwood,Forest,2,u,560000.0,S,Jellis,2017,2.0,3066.0,2.0,1.0,1.0,0.0,60.0,1975.0,Yarra,-37.79627,144.99229,Northern Metropolitan,4553.0
10973,Craigieburn,Bottlebrush,4,h,565000.0,S,Ray,2017,20.6,3064.0,4.0,2.0,2.0,482.0,207.0,2012.0,Hume,-37.57416,144.91269,Northern Metropolitan,15510.0
10974,Craigieburn,Consort,4,h,615000.0,S,YPA,2017,20.6,3064.0,4.0,2.0,2.0,756.0,222.0,2001.0,Hume,-37.5729,144.93663,Northern Metropolitan,15510.0
10975,Craigieburn,Grove,4,h,548000.0,SP,Stockdale,2017,20.6,3064.0,4.0,2.0,2.0,400.0,171.0,2010.0,Hume,-37.5951,144.9091,Northern Metropolitan,15510.0
10976,Craigieburn,Surrey,3,h,716000.0,SP,Stockdale,2017,20.6,3064.0,3.0,2.0,6.0,1005.0,160.0,1995.0,Hume,-37.60574,144.92548,Northern Metropolitan,15510.0
10979,Croydon,Binbrook,3,h,730000.0,SP,Fletchers,2017,23.0,3136.0,3.0,2.0,2.0,269.0,150.0,2007.0,Maroondah,-37.78499,145.2647,Eastern Metropolitan,11925.0
10983,Croydon North,Lyons,3,h,766000.0,S,Jellis,2017,23.0,3136.0,3.0,2.0,2.0,507.0,128.0,1960.0,Maroondah,-37.76572,145.28915,Eastern Metropolitan,2985.0
10986,Deepdene,Leonard,4,t,1680000.0,S,Fletchers,2017,7.9,3103.0,4.0,2.0,1.0,254.0,172.0,1995.0,Boroondara,-37.81007,145.06792,Southern Metropolitan,892.0
10988,Delahey,Alexander,3,h,475000.0,S,YPA,2017,18.0,3037.0,3.0,2.0,2.0,358.0,106.0,1990.0,Brimbank,-37.7145,144.77132,Western Metropolitan,2898.0
10990,Diamond Creek,Wayland,3,h,815000.0,S,Morrison,2017,21.8,3089.0,3.0,2.0,3.0,790.0,135.0,1980.0,Nillumbik,-37.66529,145.15363,Northern Victoria,4258.0
10991,Diggers Rest,Tame,6,h,615000.0,S,Leading,2017,27.7,3427.0,6.0,3.0,1.0,850.0,254.0,1980.0,Melton,-37.62856,144.71825,Western Metropolitan,1184.0
10996,Donvale,Leslie,5,h,1328000.0,S,Jellis,2017,16.1,3111.0,5.0,3.0,3.0,785.0,252.0,1980.0,Manningham,-37.78148,145.17818,Eastern Metropolitan,4790.0
10997,East Melbourne,Powlett,2,u,1300000.0,SP,Caine,2017,1.3,3002.0,2.0,2.0,1.0,997.0,92.0,2001.0,Melbourne,-37.8161,144.98494,Northern Metropolitan,3040.0
10999,Eltham,Main,4,h,762000.0,S,Jellis,2017,18.0,3095.0,4.0,2.0,2.0,573.0,180.0,1980.0,Nillumbik,-37.70477,145.16552,Eastern Metropolitan,6990.0
11001,Eltham North,Colric,3,h,900000.0,S,Fletchers,2017,18.0,3095.0,3.0,2.0,2.0,812.0,129.0,1980.0,Nillumbik,-37.70577,145.1316,Eastern Metropolitan,2346.0
11004,Elwood,Kendall,4,h,3175000.0,S,Marshall,2017,7.2,3184.0,4.0,2.0,3.0,558.0,174.0,1900.0,Port Phillip,-37.88014,144.99347,Southern Metropolitan,8989.0
11005,Elwood,Tennyson,2,u,520000.0,S,Biggin,2017,7.2,3184.0,2.0,1.0,1.0,3256.0,74.0,1970.0,Port Phillip,-37.87594,144.98833,Southern Metropolitan,8989.0
11011,Essendon,Banchory,4,h,2165000.0,S,Nelson,2017,7.5,3040.0,4.0,2.0,3.0,951.0,238.0,1930.0,Moonee Valley,-37.74997000000001,144.90752,Western Metropolitan,9264.0
11014,Essendon,Hesleden,5,h,2050000.0,PI,Bullen,2017,7.5,3040.0,5.0,3.0,3.0,663.0,419.0,1930.0,Moonee Valley,-37.74351,144.92174,Western Metropolitan,9264.0
11015,Essendon,Roberts,4,h,1500000.0,S,Nelson,2017,7.5,3040.0,4.0,2.0,2.0,465.0,148.0,1940.0,Moonee Valley,-37.75178,144.89876,Western Metropolitan,9264.0
11022,Fitzroy,Gore,1,u,545000.0,S,Jellis,2017,2.1,3065.0,1.0,1.0,1.0,1730.0,60.0,2011.0,Yarra,-37.79636,144.98394,Northern Metropolitan,5825.0
11024,Fitzroy North,Newry,3,h,1705000.0,S,Nelson,2017,3.6,3068.0,3.0,1.0,1.0,139.0,116.0,1900.0,Yarra,-37.79068,144.97824,Northern Metropolitan,6244.0
11026,Flemington,Elm,3,h,1220000.0,SP,Nelson,2017,3.4,3031.0,3.0,1.0,1.0,293.0,104.0,1900.0,Moonee Valley,-37.78446,144.92797,Northern Metropolitan,3593.0
11027,Footscray,Beaurepaire,2,u,455000.0,SP,Jas,2017,5.1,3011.0,2.0,1.0,1.0,0.0,62.0,2015.0,Maribyrnong,-37.79975,144.88368,Western Metropolitan,7570.0
11028,Footscray,Park,2,t,575000.0,SA,Nelson,2017,5.1,3011.0,2.0,2.0,1.0,88.0,94.5,2000.0,Maribyrnong,-37.78872,144.88891,Western Metropolitan,7570.0
11032,Gisborne,Kilmore,3,h,775000.0,S,Raine,2017,45.9,3437.0,3.0,2.0,4.0,1290.0,231.0,1988.0,Macedon Ranges,-37.48381,144.60052,Northern Victoria,3376.0
11033,Gladstone Park,Carrick,3,h,629000.0,SP,Barry,2017,12.9,3043.0,3.0,1.0,2.0,552.0,136.0,1980.0,Hume,-37.68641,144.89826000000005,Western Metropolitan,3285.0
11035,Glen Iris,Audrey,5,h,3400000.0,S,Marshall,2017,7.3,3146.0,5.0,3.0,2.0,720.0,392.0,1950.0,Boroondara,-37.85875,145.07978,Southern Metropolitan,10412.0
11036,Glen Iris,High,1,u,320000.0,VB,Jellis,2017,7.3,3146.0,1.0,1.0,0.0,0.0,49.0,1960.0,Stonnington,-37.85852,145.04547,Southern Metropolitan,10412.0
11039,Glen Iris,Renwick,4,h,2165000.0,S,Marshall,2017,7.3,3146.0,4.0,3.0,2.0,409.0,255.0,2016.0,Boroondara,-37.852,145.07321000000005,Southern Metropolitan,10412.0
11041,Glen Iris,Yeovil,2,u,851000.0,S,Marshall,2017,7.3,3146.0,2.0,1.0,1.0,100.0,87.0,1960.0,Boroondara,-37.85258,145.08588999999995,Southern Metropolitan,10412.0
11043,Glen Waverley,Caithness,3,h,1311000.0,S,Harcourts,2017,16.7,3150.0,3.0,2.0,1.0,853.0,28.0,1972.0,Monash,-37.88984,145.18016,Eastern Metropolitan,15321.0
11044,Glenroy,Gladstone,2,u,565000.0,SP,Nelson,2017,11.2,3046.0,2.0,1.0,2.0,193.0,105.0,1995.0,Moreland,-37.70612,144.9144,Northern Metropolitan,8870.0
11045,Glenroy,Loongana,3,h,770000.0,PI,Barry,2017,11.2,3046.0,3.0,1.0,2.0,604.0,132.0,1960.0,Moreland,-37.70855,144.90441,Northern Metropolitan,8870.0
11047,Greensborough,Booyan,3,h,714000.0,S,Barry,2017,16.1,3088.0,3.0,1.0,1.0,594.0,95.0,1993.0,Nillumbik,-37.69039,145.09753,Northern Metropolitan,8524.0
11048,Greensborough,Elder,3,h,815000.0,S,Nelson,2017,16.1,3088.0,3.0,2.0,2.0,609.0,168.0,1980.0,Banyule,-37.71636,145.09792,Northern Metropolitan,8524.0
11049,Hampton East,Spring,3,h,1345000.0,SA,Buxton,2017,13.8,3188.0,3.0,1.0,1.0,587.0,131.0,1950.0,Bayside,-37.94087,145.03366,Southern Metropolitan,2356.0
11051,Hawthorn,Burwood,1,u,420000.0,S,hockingstuart,2017,5.3,3122.0,1.0,1.0,1.0,0.0,47.0,2004.0,Boroondara,-37.82334,145.04015,Southern Metropolitan,11308.0
11052,Hawthorn,Connell,2,h,1857000.0,S,Jellis,2017,5.3,3122.0,2.0,1.0,1.0,230.0,116.65,1890.0,Boroondara,-37.81813,145.02295,Southern Metropolitan,11308.0
11055,Hawthorn,Through,3,h,1425000.0,VB,Jellis,2017,5.3,3122.0,3.0,1.0,1.0,333.0,108.0,1930.0,Boroondara,-37.82737,145.02971000000005,Southern Metropolitan,11308.0
11056,Hawthorn,Violet,3,h,1910000.0,S,Jellis,2017,5.3,3122.0,3.0,2.0,2.0,242.0,165.0,1990.0,Boroondara,-37.82834,145.03937,Southern Metropolitan,11308.0
11057,Hawthorn,Yarra,3,h,1485000.0,S,Marshall,2017,5.3,3122.0,3.0,2.0,2.0,0.0,139.0,1975.0,Boroondara,-37.82452,145.02204,Southern Metropolitan,11308.0
11058,Hawthorn East,Harold,1,u,505000.0,SP,Noel,2017,6.2,3123.0,1.0,1.0,1.0,0.0,52.0,1960.0,Boroondara,-37.82742,145.05324,Southern Metropolitan,6482.0
11064,Heathmont,Viviani,3,h,912000.0,S,Ray,2017,21.3,3135.0,3.0,2.0,2.0,471.0,144.0,1965.0,Maroondah,-37.82996,145.24311,Eastern Metropolitan,3794.0
11065,Heidelberg,Hawdon,2,u,450000.0,VB,Mason,2017,8.9,3084.0,2.0,1.0,0.0,2020.0,68.0,1998.0,Banyule,-37.75692,145.06426000000005,Eastern Metropolitan,2890.0
11069,Heidelberg Heights,Edwin,4,h,1645000.0,PI,Fletchers,2017,8.8,3081.0,4.0,2.0,4.0,596.0,120.0,1930.0,Banyule,-37.75008,145.05051,Eastern Metropolitan,2947.0
11076,Hillside,Glenbruar,4,h,580000.0,SP,YPA,2017,18.0,3037.0,4.0,2.0,2.0,600.0,174.0,2002.0,Melton,-37.6844,144.75595,Western Metropolitan,5556.0
11079,Hughesdale,Bowen,4,h,1570000.0,VB,Barry,2017,12.3,3166.0,4.0,2.0,1.0,455.0,170.0,1900.0,Monash,-37.9016,145.08293999999995,Southern Metropolitan,3145.0
11080,Hurstbridge,Anzac,5,h,790000.0,S,Mason,2017,26.1,3099.0,5.0,2.0,2.0,1034.0,225.0,1985.0,Nillumbik,-37.63826,145.1991,Northern Victoria,1345.0
11083,Jacana,Lorraine,3,h,550000.0,SP,Morrison,2017,14.0,3047.0,3.0,1.0,2.0,704.0,94.0,1950.0,Hume,-37.6845,144.90761,Northern Metropolitan,851.0
11087,Kensington,Kensington,3,h,1225000.0,SP,Nelson,2017,3.4,3031.0,3.0,2.0,2.0,223.0,122.0,1940.0,Melbourne,-37.79496,144.92659,Northern Metropolitan,5263.0
11089,Kew,Hartington,3,h,1510000.0,PI,Marshall,2017,5.4,3101.0,3.0,1.0,2.0,446.0,115.0,1960.0,Boroondara,-37.79855,145.04493,Southern Metropolitan,10331.0
11091,Kew,Parkhill,3,t,1007000.0,S,Nelson,2017,5.4,3101.0,3.0,2.0,1.0,0.0,114.0,1977.0,Boroondara,-37.80495,145.04949,Southern Metropolitan,10331.0
11094,Kew,Wimba,2,u,860000.0,VB,Jellis,2017,5.4,3101.0,2.0,2.0,1.0,0.0,108.0,1950.0,Boroondara,-37.80593,145.05121,Southern Metropolitan,10331.0
11098,Kingsville,Edgar,3,u,570000.0,VB,Jas,2017,6.4,3012.0,3.0,1.0,1.0,118.0,86.0,1970.0,Maribyrnong,-37.80857,144.87682,Western Metropolitan,1808.0
11099,Kingsville,Williamstown,3,h,900000.0,SP,Jas,2017,6.4,3012.0,3.0,1.0,1.0,275.0,11.0,1936.0,Maribyrnong,-37.81167,144.88346,Western Metropolitan,1808.0
11100,Kurunjang,Narebar,4,h,345000.0,S,Reliance,2017,31.7,3337.0,4.0,1.0,0.0,651.0,150.0,2000.0,Melton,-37.67028,144.59455,Northern Victoria,3553.0
11104,Maidstone,Cathcart,2,t,642500.0,S,Biggin,2017,6.4,3012.0,2.0,2.0,1.0,126.0,95.0,2015.0,Maribyrnong,-37.78458,144.88106000000005,Western Metropolitan,3873.0
11105,Maidstone,Madden,3,h,798000.0,PI,Biggin,2017,6.4,3012.0,3.0,2.0,2.0,159.0,152.0,2010.0,Maribyrnong,-37.78974,144.88143,Western Metropolitan,3873.0
11107,Maidstone,Winston,3,t,710000.0,PI,Jas,2017,6.4,3012.0,3.0,2.0,2.0,186.0,134.6,2011.0,Maribyrnong,-37.78559,144.86483,Western Metropolitan,3873.0
11108,Malvern,Coonil,4,h,4050000.0,S,Hodges,2017,5.9,3144.0,4.0,3.0,2.0,787.0,282.0,1915.0,Stonnington,-37.86044,145.0335,Southern Metropolitan,4675.0
11109,Malvern,Malvern,3,h,1650000.0,S,Marshall,2017,5.9,3144.0,3.0,1.0,2.0,354.0,117.0,1880.0,Stonnington,-37.85189,145.03335,Southern Metropolitan,4675.0
11110,Malvern,Warner,3,h,2020000.0,PI,Marshall,2017,5.9,3144.0,3.0,2.0,2.0,400.0,216.0,2007.0,Stonnington,-37.85183,145.03863,Southern Metropolitan,4675.0
11112,Malvern East,Wattletree,3,h,2500000.0,PI,Jellis,2017,8.4,3145.0,3.0,3.0,3.0,1011.0,206.0,1925.0,Stonnington,-37.8652,145.05248,Southern Metropolitan,8801.0
11113,Malvern East,Waverley,3,h,2500000.0,VB,RT,2017,8.4,3145.0,3.0,1.0,2.0,1128.0,110.0,1950.0,Stonnington,-37.87923,145.08955,Southern Metropolitan,8801.0
11114,Maribyrnong,Cedar,3,h,1200000.0,SP,Biggin,2017,4.3,3032.0,3.0,2.0,2.0,352.0,204.0,1997.0,Maribyrnong,-37.77413,144.87533,Western Metropolitan,4918.0
11115,Maribyrnong,Pridham,3,t,940000.0,S,Biggin,2017,4.3,3032.0,3.0,2.0,2.0,366.0,183.84,2012.0,Maribyrnong,-37.7816,144.88998999999995,Western Metropolitan,4918.0
11116,McKinnon,McKinnon,2,h,1200000.0,SP,Buxton,2017,11.4,3204.0,2.0,1.0,2.0,397.0,96.0,1940.0,Glen Eira,-37.90978,145.02937,Southern Metropolitan,2397.0
11117,Melton West,Haywood,4,h,600000.0,S,hockingstuart,2017,31.7,3337.0,4.0,2.0,2.0,935.0,210.0,2005.0,Melton,-37.68503,144.54237,Northern Victoria,6065.0
11119,Mentone,Napier,4,h,2025000.0,S,Greg,2017,20.0,3194.0,4.0,2.0,2.0,408.0,274.0,2010.0,Kingston,-37.98707,145.0609,South-Eastern Metropolitan,6162.0
11120,Mernda,Vasari,4,h,630000.0,S,Love,2017,25.9,3754.0,4.0,2.0,2.0,475.0,220.0,2012.0,Whittlesea,-37.606,145.08785,Northern Metropolitan,5812.0
11125,Moonee Ponds,Taylor,3,h,1225000.0,VB,Jellis,2017,6.2,3039.0,3.0,2.0,2.0,674.0,141.0,1920.0,Moonee Valley,-37.76389,144.9185,Western Metropolitan,6232.0
11127,Mordialloc,Ashmore,4,h,1800000.0,SP,Buxton,2017,21.5,3195.0,4.0,2.0,2.0,656.0,303.0,1950.0,Kingston,-38.00119,145.08588999999995,South-Eastern Metropolitan,3650.0
11129,Mount Waverley,Bennett,3,t,900000.0,SA,Fletchers,2017,14.2,3149.0,3.0,2.0,2.0,344.0,3.0,2000.0,Monash,-37.85991,145.14523,Eastern Metropolitan,13366.0
11131,Mount Waverley,William,5,h,2558000.0,S,McGrath,2017,14.2,3149.0,5.0,5.0,2.0,667.0,431.0,2015.0,Monash,-37.88007,145.12328,Eastern Metropolitan,13366.0
11135,Newport,Liley,3,t,730000.0,S,Williams,2017,6.2,3015.0,3.0,2.0,2.0,200.0,126.7,2005.0,Hobsons Bay,-37.85134,144.88636,Western Metropolitan,5498.0
11139,Niddrie,Muriel,3,h,1230000.0,S,Barry,2017,10.4,3042.0,3.0,2.0,1.0,324.0,207.0,2016.0,Moonee Valley,-37.7431,144.88722,Western Metropolitan,2291.0
11148,Oakleigh South,Reid,2,u,601000.0,SP,Ray,2017,15.5,3167.0,2.0,1.0,1.0,0.0,62.0,1980.0,Monash,-37.91061,145.0862,South-Eastern Metropolitan,3692.0
11150,Ormond,Lillimur,1,u,370000.0,S,Woodards,2017,11.4,3204.0,1.0,1.0,1.0,2029.0,54.0,2009.0,Glen Eira,-37.90143,145.04183999999995,Southern Metropolitan,3578.0
11153,Pascoe Vale,Archibald,3,t,900000.0,S,Nelson,2017,8.5,3044.0,3.0,2.0,1.0,0.0,149.0,2014.0,Moreland,-37.72882,144.93301,Northern Metropolitan,7485.0
11155,Pascoe Vale,Pascoe,1,u,257500.0,S,Brad,2017,8.5,3044.0,1.0,1.0,1.0,0.0,35.0,1970.0,Moreland,-37.7237,144.92231999999996,Northern Metropolitan,7485.0
11156,Pascoe Vale,Pascoe,1,u,257500.0,S,Brad,2017,8.5,3044.0,1.0,1.0,1.0,995.0,35.0,1970.0,Moreland,-37.7237,144.92231999999996,Northern Metropolitan,7485.0
11157,Pascoe Vale,Valerie,3,h,1114000.0,S,Brad,2017,8.5,3044.0,3.0,2.0,2.0,256.0,190.0,2017.0,Moreland,-37.72034,144.93788,Northern Metropolitan,7485.0
11158,Point Cook,Hewett,3,h,520000.0,SP,LJ,2017,14.7,3030.0,3.0,2.0,2.0,312.0,185.0,2014.0,Wyndham,-37.89273,144.72558999999995,Western Metropolitan,15542.0
11162,Port Melbourne,Nott,2,u,760000.0,S,Chisholm,2017,3.5,3207.0,2.0,2.0,1.0,0.0,77.0,2013.0,Port Phillip,-37.84158,144.93809,Southern Metropolitan,8648.0
11163,Prahran,Airlie,4,h,2635000.0,S,Jellis,2017,4.6,3181.0,4.0,2.0,2.0,401.0,154.0,1910.0,Stonnington,-37.85565,145.00839,Southern Metropolitan,7717.0
11164,Prahran,Chomley,2,h,1250000.0,S,Biggin,2017,4.6,3181.0,2.0,1.0,0.0,192.0,100.0,1910.0,Stonnington,-37.85562,145.00571000000005,Southern Metropolitan,7717.0
11165,Prahran,Grandview,1,u,400000.0,VB,hockingstuart,2017,4.6,3181.0,1.0,1.0,2.0,0.0,50.0,1960.0,Stonnington,-37.85126,145.00832,Southern Metropolitan,7717.0
11166,Prahran,Linden,4,h,4200000.0,S,Marshall,2017,4.6,3181.0,4.0,2.0,2.0,787.0,275.0,1930.0,Stonnington,-37.85768,145.00253999999995,Southern Metropolitan,7717.0
11168,Prahran,St,2,u,626000.0,S,hockingstuart,2017,4.6,3181.0,2.0,1.0,2.0,0.0,78.0,2000.0,Stonnington,-37.85059,144.99188,Southern Metropolitan,7717.0
11171,Preston,McNamara,4,h,1148000.0,S,Nelson,2017,8.4,3072.0,4.0,1.0,2.0,552.0,140.0,1940.0,Darebin,-37.72879,144.98538,Northern Metropolitan,14577.0
11174,Reservoir,Clinnick,3,h,935000.0,S,Nelson,2017,12.0,3073.0,3.0,1.0,2.0,529.0,99.0,1960.0,Darebin,-37.72017,144.99873,Northern Metropolitan,21650.0
11175,Reservoir,Dyson,3,h,510000.0,S,Stockdale,2017,12.0,3073.0,3.0,2.0,2.0,292.0,119.0,1950.0,Darebin,-37.71331,144.9871,Northern Metropolitan,21650.0
